,index,dateCrawled,name,seller,offerType,price,abtest,vehicleType,yearOfRegistration,gearbox,powerPS,model,kilometer,monthOfRegistration,fuelType,brand,notRepairedDamage,dateCreated,nrOfPictures,postalCode,lastSeen
235590,235590,2016-03-25 18:38:38,Renault_Espace_2.2_dCi_Expression,privat,Angebot,3400,test,bus,2004,manuell,150,espace,150000,6,diesel,renault,nein,2016-03-25 00:00:00,0,23568,2016-04-07 00:16:05
155817,155817,2016-03-30 12:55:27,Peogeot_206_XS,privat,Angebot,550,control,limousine,2016,manuell,0,golf,150000,12,benzin,peugeot,nein,2016-03-30 00:00:00,0,59075,2016-04-05 01:17:08
353828,353828,2016-03-10 13:55:54,C_220_CDI___Tuev___AHK,privat,Angebot,1400,test,kombi,1999,automatik,125,c_klasse,150000,12,diesel,mercedes_benz,nein,2016-03-10 00:00:00,0,81369,2016-04-07 11:44:41
326107,326107,2016-03-05 15:36:55,Volkswagen_Beetle,privat,Angebot,7800,control,cabrio,2005,manuell,101,beetle,100000,3,diesel,volkswagen,nein,2016-03-05 00:00:00,0,25462,2016-03-15 09:46:14
139696,139696,2016-03-31 17:54:16,Lupo_1te_hand!!,privat,Angebot,1999,control,kleinwagen,2002,manuell,75,lupo,150000,10,benzin,volkswagen,nein,2016-03-31 00:00:00,0,32312,2016-04-06 11:44:33
158664,158664,2016-03-22 15:42:14,Subaru_Impreza_WRX_STI__LHD__NUR_25.000_Meilen!,privat,Angebot,18444,control,limousine,2006,manuell,280,impreza,40000,8,benzin,subaru,nein,2016-03-22 00:00:00,0,72649,2016-04-06 05:15:38
207012,207012,2016-03-12 21:57:55,Mini_Cooper_S_R53_170_Ps,privat,Angebot,7000,test,limousine,2016,manuell,170,cooper,150000,6,benzin,mini,nein,2016-03-12 00:00:00,0,41363,2016-04-05 20:19:21
165467,165467,2016-03-30 12:42:07,Renault_scenic_1_6_16Vfamilienfahrzeug_Navigation_Bluetooth_dvd,privat,Angebot,2150,control,kombi,2003,manuell,113,scenic,150000,10,benzin,renault,nein,2016-03-30 00:00:00,0,45888,2016-04-05 12:40:09
133743,133743,2016-03-14 07:37:00,Chevrolet_Captiva_2.2_Diesel_4WD_LTZ,privat,Angebot,15999,control,suv,2012,manuell,184,captiva,60000,1,diesel,chevrolet,nein,2016-03-14 00:00:00,0,20251,2016-04-07 08:16:28
780,780,2016-03-08 21:48:43,BMW_320i_Cabrio__E36,privat,Angebot,4900,control,limousine,2017,manuell,150,3er,150000,1,benzin,bmw,nein,2016-03-08 00:00:00,0,45136,2016-04-06 04:15:28
106042,106042,2016-03-10 14:54:09,Smart_Fortwo.__Motor_komplett_ueberholt._Top_Zustand,privat,Angebot,1750,test,kleinwagen,2001,automatik,54,golf,125000,11,benzin,smart,nein,2016-03-10 00:00:00,0,33790,2016-03-11 15:44:31
183882,183882,2016-03-30 17:43:10,Toyota_Avensis_2.2_D_CAT_Combi,privat,Angebot,7000,control,kombi,2008,manuell,177,avensis,150000,6,diesel,toyota,nein,2016-03-30 00:00:00,0,37619,2016-04-07 08:16:46
213803,213803,2016-03-16 15:37:36,Audi_Q7_3.0_TDI_DPF_quattro_tiptronic,privat,Angebot,14000,test,limousine,2008,automatik,239,q7,150000,4,diesel,audi,nein,2016-03-16 00:00:00,0,40699,2016-03-25 14:15:26
103504,103504,2016-03-08 16:37:19,Hyundai_Sonata_2.4_GLS,privat,Angebot,3690,test,limousine,2006,manuell,162,andere,80000,3,benzin,hyundai,nein,2016-03-08 00:00:00,0,69181,2016-03-10 11:18:13
49398,49398,2016-03-24 14:47:42,BMW_318ti_compact__Klima_Scheckheft,privat,Angebot,3500,test,limousine,2003,manuell,143,3er,150000,1,benzin,bmw,nein,2016-03-24 00:00:00,0,95191,2016-04-05 04:15:35
358507,358507,2016-03-23 21:37:55,Smart_smart_&_pure,privat,Angebot,1850,test,kleinwagen,2002,manuell,45,fortwo,80000,2,benzin,smart,nein,2016-03-23 00:00:00,0,41539,2016-04-06 04:15:30
63770,63770,2016-03-25 22:36:57,Volkswagen_T2,privat,Angebot,8500,control,bus,1979,manuell,60,transporter,150000,4,benzin,volkswagen,nein,2016-03-25 00:00:00,0,88662,2016-03-26 07:42:17
45096,45096,2016-03-16 07:54:34,Renault__!!!!!_AUTOMATIK,privat,Angebot,950,control,kleinwagen,1998,automatik,40,twingo,125000,3,benzin,renault,nein,2016-03-16 00:00:00,0,33330,2016-04-06 01:44:34
164900,164900,2016-03-07 13:48:10,Opel_Combo_1.7_CDTI,privat,Angebot,1450,control,bus,2006,manuell,101,combo,150000,2,diesel,opel,ja,2016-03-07 00:00:00,0,59379,2016-03-17 11:47:22
81699,81699,2016-03-28 19:58:29,BMW_316i_compact,privat,Angebot,800,control,limousine,1998,manuell,102,3er,150000,2,benzin,bmw,nein,2016-03-28 00:00:00,0,13125,2016-04-03 01:45:37
81132,81132,2016-03-17 13:51:53,Vw_Lupo_6x_1.4_16V_Klima__Zv_Elektrische_Fenster_Kupplung_neu,privat,Angebot,950,control,kleinwagen,1998,manuell,75,lupo,150000,12,benzin,volkswagen,nein,2016-03-17 00:00:00,0,47802,2016-04-06 20:16:07
155040,155040,2016-04-03 20:51:52,Volkswagen_Golf_1.4_Bon_Jovi,privat,Angebot,1100,test,limousine,1996,manuell,60,golf,150000,5,benzin,volkswagen,nein,2016-04-03 00:00:00,0,28307,2016-04-05 21:46:58
50865,50865,2016-03-19 09:36:41,Golf_5._Diesel._VW_Golf._TDI,privat,Angebot,6150,test,limousine,2016,manuell,105,golf,125000,4,diesel,volkswagen,nein,2016-03-19 00:00:00,0,63911,2016-03-22 16:50:35
57010,57010,2016-03-08 15:36:23,Renault_Trafic_2.0_dCi_115_L1H2,privat,Angebot,6300,test,bus,2009,manuell,114,andere,150000,7,diesel,renault,nein,2016-03-08 00:00:00,0,74397,2016-04-07 00:46:15
144052,144052,2016-03-23 19:56:09,Mercedes_Benz_Viano_2.2_CDI_DPF_lang_Automatik_Avantgarde,privat,Angebot,31000,control,bus,2013,automatik,163,viano,40000,8,diesel,mercedes_benz,nein,2016-03-23 00:00:00,0,7548,2016-04-06 01:45:39
359546,359546,2016-03-23 23:43:09,Super!!Suzuki_SJ_Gelaendewagen_mit_6_km/h_Zulassung,privat,Angebot,2100,control,suv,1985,manuell,0,andere,50000,0,benzin,suzuki,nein,2016-03-23 00:00:00,0,98631,2016-04-06 06:45:57
74643,74643,2016-03-05 18:46:47,Hyundai_Coupe_2.0,privat,Angebot,1000,test,coupe,1996,manuell,139,andere,150000,12,benzin,hyundai,nein,2016-03-05 00:00:00,0,38118,2016-03-09 10:44:49
57370,57370,2016-03-20 16:44:26,Renault_Clio_1.2_ECON,privat,Angebot,1099,test,kleinwagen,2000,manuell,58,clio,150000,7,benzin,renault,nein,2016-03-20 00:00:00,0,50735,2016-04-06 21:46:59
152935,152935,2016-03-31 19:53:49,Mercedes_Benz_CLK_Cabrio_230_Kompressor_145KW_Tuev_2018,privat,Angebot,4900,control,cabrio,2001,manuell,197,clk,150000,5,benzin,mercedes_benz,nein,2016-03-31 00:00:00,0,74740,2016-04-06 14:18:05
272605,272605,2016-03-12 16:55:45,Letzter_deutscher_1200_er_Sparkaefer,privat,Angebot,6900,control,kleinwagen,1976,manuell,34,kaefer,50000,5,benzin,volkswagen,nein,2016-03-12 00:00:00,0,70771,2016-04-07 07:44:19
1275,1275,2016-03-28 18:54:12,Mitsubishi_Colt_1300_GL_Twenty_TÜV_AU_Neu,privat,Angebot,1390,control,limousine,1998,manuell,75,colt,150000,3,benzin,mitsubishi,nein,2016-03-28 00:00:00,0,74821,2016-04-07 01:16:02
88033,88033,2016-03-20 18:51:50,Ford_Fiesta_1.25_Trend_TÜV/AU_neu__WR__Radio__Bordcom,privat,Angebot,4740,test,kleinwagen,2009,manuell,82,fiesta,90000,3,benzin,ford,nein,2016-03-20 00:00:00,0,41468,2016-04-07 02:45:21
34124,34124,2016-03-12 15:55:19,"Hyundai_Tucson_2.0_2WD""TOP""1_HAND""SHZ""AHK""TÜV""",privat,Angebot,6900,control,suv,2008,manuell,141,tucson,60000,10,benzin,hyundai,nein,2016-03-12 00:00:00,0,66663,2016-03-30 13:48:02
54004,54004,2016-03-21 11:25:22,BMW_X5_4.8_is,privat,Angebot,14200,control,limousine,2005,automatik,360,x_reihe,150000,8,benzin,bmw,nein,2016-03-21 00:00:00,0,60435,2016-03-31 09:18:05
114690,114690,2016-03-29 15:47:19,Renault_Kangoo_1.6_16V_Privilege,privat,Angebot,3000,control,bus,2006,manuell,95,kangoo,150000,11,benzin,renault,nein,2016-03-29 00:00:00,0,51467,2016-04-06 01:17:46
209858,209858,2016-03-08 07:37:03,Volvo_V70_2.4,privat,Angebot,1200,test,kombi,1999,manuell,140,v70,150000,9,benzin,volvo,nein,2016-03-08 00:00:00,0,24811,2016-03-29 17:18:41
121425,121425,2016-03-16 13:45:02,Peugeot_Bipper_75,privat,Angebot,3950,control,bus,2009,manuell,73,andere,60000,12,benzin,peugeot,nein,2016-03-16 00:00:00,0,42657,2016-03-20 11:47:41
76379,76379,2016-03-13 12:41:57,Porsche_911_aelter_191986,privat,Angebot,6000,test,cabrio,1976,manuell,0,911,150000,1,benzin,porsche,nein,2016-03-13 00:00:00,0,80995,2016-03-20 13:48:50
129924,129924,2016-03-25 00:52:07,Hyundai_tucson_2.0,privat,Angebot,6999,control,suv,2004,manuell,145,tucson,70000,10,benzin,hyundai,nein,2016-03-24 00:00:00,0,6712,2016-03-26 16:45:17
247921,247921,2016-04-03 19:56:26,Audi_A4_Cabrio_V6_Leder__Navi__Xenon__S_line_Optik,privat,Angebot,8900,test,cabrio,2003,manuell,170,a4,125000,6,benzin,audi,nein,2016-04-03 00:00:00,0,80939,2016-04-05 20:45:36
160228,160228,2016-03-26 13:58:28,VW_T5_Caravelle_2_5_TDI_Comfortline,privat,Angebot,16350,control,bus,2008,manuell,131,transporter,150000,3,diesel,volkswagen,nein,2016-03-26 00:00:00,0,49393,2016-03-31 09:15:53
113793,113793,2016-03-26 13:38:16,Volkswagen_Caravelle_T4_TDI_7DC2Y2,privat,Angebot,6900,control,bus,1997,manuell,102,transporter,150000,10,diesel,volkswagen,nein,2016-03-26 00:00:00,0,25474,2016-04-06 01:16:14
244354,244354,2016-03-14 17:25:22,Golf_III_Turbodiesel,privat,Angebot,650,control,limousine,1995,manuell,90,golf,150000,5,diesel,volkswagen,nein,2016-03-14 00:00:00,0,65366,2016-03-15 16:27:38
358005,358005,2016-03-30 23:58:11,Autos_smart,privat,Angebot,700,control,limousine,2016,automatik,51,fortwo,150000,0,benzin,smart,nein,2016-03-30 00:00:00,0,14513,2016-03-31 07:44:25
364100,364100,2016-03-12 12:58:36,TOURAN_1.9TDI,privat,Angebot,2900,test,bus,2004,manuell,0,touran,150000,9,diesel,volkswagen,nein,2016-03-12 00:00:00,0,53520,2016-03-12 13:42:14
200286,200286,2016-03-25 15:38:22,Audi_A3_2.0_TDI_Sportback_Ambition,privat,Angebot,7199,test,limousine,2017,manuell,0,a3,150000,7,diesel,audi,nein,2016-03-25 00:00:00,0,31139,2016-03-25 15:38:22
147498,147498,2016-03-12 18:38:48,Mercedes_Benz_E_350_T_CDI_DPF_BlueEFFICIENCY_7G_TRONIC_Avantg,privat,Angebot,26750,test,kombi,2010,automatik,231,e_klasse,125000,4,diesel,mercedes_benz,nein,2016-03-12 00:00:00,0,49377,2016-04-07 11:16:35
76126,76126,2016-03-23 16:43:31,Vw_Passat_DSG_2.0_sehr_gut_gepflegt,privat,Angebot,6950,test,kombi,2008,automatik,140,passat,150000,0,diesel,volkswagen,nein,2016-03-23 00:00:00,0,31789,2016-04-05 20:16:17
304025,304025,2016-04-03 05:02:54,Opel_Astra_1.6_Automatik_/_TÜV_9_2016,privat,Angebot,1300,control,kleinwagen,2000,automatik,75,astra,150000,1,benzin,opel,nein,2016-04-03 00:00:00,0,21224,2016-04-07 10:16:22
168428,168428,2016-04-02 12:50:05,Volkswagen_Passat_Variant_2.0_TDI_DPF_Comfortline,privat,Angebot,5500,test,kombi,2007,manuell,140,passat,125000,8,diesel,volkswagen,ja,2016-04-02 00:00:00,0,89195,2016-04-02 12:50:05
231719,231719,2016-03-28 15:48:14,BMW_318i,privat,Angebot,800,control,limousine,1998,manuell,118,3er,150000,12,benzin,bmw,ja,2016-03-28 00:00:00,0,72415,2016-03-30 06:47:07
124729,124729,2016-03-15 20:51:33,Volkswagen_T5_Transporter_1.9_TDI,privat,Angebot,5950,test,bus,2005,manuell,105,transporter,150000,5,diesel,volkswagen,nein,2016-03-15 00:00:00,0,39108,2016-03-21 22:47:57
213109,213109,2016-03-12 18:52:59,BMW_316i,privat,Angebot,500,test,limousine,1994,manuell,102,3er,150000,12,benzin,bmw,nein,2016-03-12 00:00:00,0,2699,2016-03-15 05:45:45
79412,79412,2016-03-29 23:40:21,Ford_Galaxy_TDI_Ambiente,privat,Angebot,700,control,bus,1999,manuell,90,galaxy,150000,7,diesel,ford,nein,2016-03-29 00:00:00,0,50767,2016-03-29 23:40:21
245302,245302,2016-03-24 21:47:12,Mercedes_A_Klasse,privat,Angebot,2555,test,kleinwagen,1999,manuell,0,a_klasse,40000,9,benzin,mercedes_benz,nein,2016-03-24 00:00:00,0,53505,2016-03-26 07:17:09
89254,89254,2016-03-08 20:49:36,Audi_A4_Avant_2.0_TDI_DPF_Attraction_Navi_+_Standheizung,privat,Angebot,15500,control,kombi,2011,manuell,143,a4,125000,1,diesel,audi,nein,2016-03-08 00:00:00,0,33619,2016-04-05 21:15:53
32536,32536,2016-03-30 21:55:05,Audi_A2_1.4,privat,Angebot,2999,test,kleinwagen,2000,manuell,75,a2,150000,10,benzin,audi,nein,2016-03-30 00:00:00,0,77656,2016-04-05 13:16:09
41749,41749,2016-04-02 13:06:21,Audi_A4_Avant_3.0_TDI_quattro_S_Line,privat,Angebot,15990,test,kombi,2006,automatik,232,a4,150000,6,diesel,audi,nein,2016-04-02 00:00:00,0,55126,2016-04-05 19:48:15
232360,232360,2016-03-17 17:25:43,Audi_A2_1.4_Panorama_Dach_Open_Sky_sehr_guter_Zustand,privat,Angebot,4900,test,kleinwagen,2001,manuell,75,a2,125000,9,benzin,audi,nein,2016-03-17 00:00:00,0,35576,2016-04-06 14:46:47
234834,234834,2016-04-05 12:06:36,Ford_Focus_Turnier_1.6_TDCi_DPF_Econetic,privat,Angebot,6800,test,kombi,2009,manuell,109,focus,125000,3,diesel,ford,nein,2016-04-05 00:00:00,0,61479,2016-04-05 12:47:59
108201,108201,2016-03-27 04:36:25,PEUGEOT_206_*_RPF_GRÜNE_PLAKETTE_*_1.4_HDi_eco_70_*_TÜV_NEU,privat,Angebot,2500,test,kleinwagen,2002,manuell,68,2_reihe,150000,7,diesel,peugeot,nein,2016-03-27 00:00:00,0,52070,2016-04-07 04:46:01
212139,212139,2016-03-14 11:55:53,Kia_Picanto_1.1_LX,privat,Angebot,1500,test,kleinwagen,2005,manuell,65,picanto,150000,11,benzin,kia,nein,2016-03-14 00:00:00,0,87700,2016-04-05 11:50:55
295485,295485,2016-04-01 17:46:42,Mazda_626_2.0_Exclusive__Standheizung__Klimautomatik,privat,Angebot,1490,test,limousine,1998,automatik,116,6_reihe,150000,11,benzin,mazda,nein,2016-04-01 00:00:00,0,34466,2016-04-05 13:15:37
164377,164377,2016-04-04 15:56:19,Opel_Agila_1.0_12_V_Elegance,privat,Angebot,1900,test,kleinwagen,2001,manuell,58,agila,70000,6,benzin,opel,nein,2016-04-04 00:00:00,0,46147,2016-04-06 17:44:58
167017,167017,2016-03-27 10:58:34,OPEL_CORSA_KLIMA,privat,Angebot,1550,control,kleinwagen,2002,manuell,75,corsa,150000,7,benzin,opel,nein,2016-03-27 00:00:00,0,51107,2016-04-01 09:18:05
356749,356749,2016-03-14 16:58:49,Opel_Astra,privat,Angebot,2650,test,kombi,2007,manuell,110,astra,150000,11,diesel,opel,nein,2016-03-14 00:00:00,0,74626,2016-03-14 16:58:49
38247,38247,2016-03-08 22:58:13,Ford_Fiesta_1.0_SYNC_Edition,privat,Angebot,9500,test,kleinwagen,2013,manuell,65,fiesta,30000,4,benzin,ford,nein,2016-03-08 00:00:00,0,78739,2016-03-15 16:46:37
187344,187344,2016-03-19 19:50:22,Volkswagen_Sharan_1.9_TDI_Trendline_.7.sitze._euro4,privat,Angebot,5800,control,bus,2005,manuell,116,sharan,150000,2,diesel,volkswagen,nein,2016-03-19 00:00:00,0,83486,2016-04-07 07:45:44
142897,142897,2016-04-03 09:50:28,Golf_V_5_GTI_Edition_30_DSG_43TKm_orig._Zustand_inkl_Standheizung,privat,Angebot,15500,control,limousine,2007,automatik,230,golf,50000,6,benzin,volkswagen,nein,2016-04-03 00:00:00,0,56579,2016-04-06 16:47:08
368246,368246,2016-03-21 19:43:20,Opel_Vectra_1.9_CDTI_Caravan_Automatik_Navi__Leder,privat,Angebot,4590,test,kombi,2008,automatik,150,vectra,150000,6,diesel,opel,nein,2016-03-21 00:00:00,0,24143,2016-04-06 21:47:25
323772,323772,2016-03-16 11:32:07,Volkswagen_Touareg_3.0_V6_TDI_Blue_Motion_DPF_Automatik,privat,Angebot,24399,control,suv,2012,automatik,204,touareg,125000,11,diesel,volkswagen,nein,2016-03-16 00:00:00,0,65936,2016-03-21 00:17:34
85202,85202,2016-04-03 19:57:13,Golf_3__1.4__60_PS__2__tuerer__blau_metallic,privat,Angebot,650,test,kleinwagen,1994,manuell,60,golf,150000,3,benzin,volkswagen,nein,2016-04-03 00:00:00,0,13403,2016-04-05 20:45:40
334115,334115,2016-03-28 17:44:58,Opel_Astra_Kombi_TÜV_1/2018,privat,Angebot,1100,test,kombi,1999,manuell,75,astra,150000,11,benzin,opel,nein,2016-03-28 00:00:00,0,72160,2016-04-06 23:16:23
300851,300851,2016-04-03 20:55:56,Ford_Fiesta_Style,privat,Angebot,650,test,limousine,1998,manuell,60,fiesta,125000,9,benzin,ford,nein,2016-04-03 00:00:00,0,35066,2016-04-03 20:55:56
12021,12021,2016-03-11 19:25:21,320D__177_PS_LIFT_NAVI_KLIMA,privat,Angebot,6000,test,limousine,2009,automatik,177,3er,125000,8,diesel,bmw,nein,2016-03-11 00:00:00,0,60528,2016-03-11 19:25:21
187784,187784,2016-03-25 15:50:53,Opel_Corsa_1.2_16V__ecoFLEX__HU/AU_neu_3J._Garantie,privat,Angebot,6300,test,kleinwagen,2011,manuell,69,corsa,70000,3,benzin,opel,nein,2016-03-25 00:00:00,0,90441,2016-04-04 18:15:57
222305,222305,2016-04-01 18:41:34,Verkaufe_W210_Limousine_ohne_TÜV_E_200,privat,Angebot,600,control,limousine,2000,manuell,0,e_klasse,150000,0,benzin,mercedes_benz,nein,2016-04-01 00:00:00,0,28197,2016-04-05 14:17:05
287141,287141,2016-03-15 10:41:10,+++__POLO_6N_TÜV_02/2018__+++,privat,Angebot,1299,control,kleinwagen,1995,manuell,55,polo,150000,2,benzin,volkswagen,nein,2016-03-15 00:00:00,0,38518,2016-03-18 02:46:05
9200,9200,2016-03-21 01:56:51,VW_Lupo_mit_Tuev_7/2017,privat,Angebot,800,test,kleinwagen,1998,manuell,50,lupo,150000,11,benzin,volkswagen,ja,2016-03-21 00:00:00,0,97215,2016-03-21 08:47:02
165636,165636,2016-04-02 09:36:21,Land_Rover_Range_Rover_4.6_HSE,privat,Angebot,5840,control,suv,1998,automatik,224,range_rover,150000,2,benzin,land_rover,nein,2016-04-02 00:00:00,0,83052,2016-04-06 08:17:52
207671,207671,2016-04-05 11:38:20,Volkswagen_Touran_2.0_TDI_Highline,privat,Angebot,4500,test,bus,2003,automatik,136,touran,150000,7,diesel,volkswagen,nein,2016-04-05 00:00:00,0,16259,2016-04-05 11:38:20
269711,269711,2016-03-12 17:46:43,Alfa_Romeo_156_Sportwagon_1.8_Twin_Spark,privat,Angebot,1249,test,kombi,2002,manuell,140,156,150000,7,benzin,alfa_romeo,nein,2016-03-12 00:00:00,0,45884,2016-03-15 23:17:34
153604,153604,2016-03-06 16:39:06,Mercedes_E_220_CDi_Elegance_Vollaustattung,privat,Angebot,4950,test,kombi,2005,automatik,150,e_klasse,150000,7,diesel,mercedes_benz,nein,2016-03-06 00:00:00,0,26382,2016-03-10 10:47:16
300025,300025,2016-04-04 23:50:37,Opel_Omega_Caravan_2.5_V6_Edition_100,privat,Angebot,600,test,kombi,1999,automatik,170,omega,150000,4,benzin,opel,ja,2016-04-04 00:00:00,0,61273,2016-04-05 11:25:45
202268,202268,2016-04-03 18:47:51,Flotter_Flitzer!_Nissan_Juke_1_6_Tekna,privat,Angebot,9450,control,suv,2011,manuell,117,juke,90000,6,benzin,nissan,nein,2016-04-03 00:00:00,0,77833,2016-04-05 19:18:22
352782,352782,2016-03-08 17:50:21,Ford_Fiesta_TÜV_NEU,privat,Angebot,1400,test,kleinwagen,2000,manuell,60,fiesta,125000,12,benzin,ford,nein,2016-03-08 00:00:00,0,35683,2016-03-10 14:29:32
331187,331187,2016-03-24 13:49:52,Nissan_Almera_org._80_Tkm_/_TÜV_/_Klima_5_trg.,privat,Angebot,1900,control,kleinwagen,2001,manuell,114,almera,90000,4,benzin,nissan,nein,2016-03-24 00:00:00,0,34117,2016-03-24 13:49:52
239302,239302,2016-04-01 20:53:50,Audi_A4,privat,Angebot,7400,test,kombi,2007,manuell,116,a4,150000,2,diesel,audi,nein,2016-04-01 00:00:00,0,86163,2016-04-05 18:19:00
254180,254180,2016-03-21 14:53:34,Volkswagen_Golf_1.4,privat,Angebot,5499,control,limousine,2004,manuell,75,golf,150000,10,benzin,volkswagen,nein,2016-03-21 00:00:00,0,47804,2016-03-26 21:17:28
270763,270763,2016-03-16 08:55:31,Neuwagen_zum_Schnaeppchen_Preis_!!!_Modell_2011_&_Maengelfrei,privat,Angebot,2200,test,limousine,2017,manuell,68,panda,150000,0,benzin,fiat,nein,2016-03-16 00:00:00,0,46047,2016-03-17 07:47:48
238829,238829,2016-03-29 13:47:50,Mazda_6_1.8_Exclusive,privat,Angebot,2700,control,limousine,2002,automatik,120,6_reihe,150000,7,benzin,mazda,nein,2016-03-29 00:00:00,0,29525,2016-04-07 14:57:05
71593,71593,2016-03-16 17:51:52,PASSAT*2_0*TDI*140*PS_MIT_UNFALL_SCHADEN__auto_start_ganz_NORMAL,privat,Angebot,2999,control,kombi,2008,manuell,140,passat,150000,7,diesel,volkswagen,nein,2016-03-16 00:00:00,0,79312,2016-03-30 10:16:11
212098,212098,2016-03-27 19:25:16,Golf_2_GTI,privat,Angebot,2850,test,limousine,2016,manuell,0,golf,150000,7,benzin,volkswagen,nein,2016-03-27 00:00:00,0,65207,2016-04-06 00:44:41
307895,307895,2016-03-07 18:41:17,VW_Polo_1_2,privat,Angebot,2500,control,limousine,2001,manuell,64,polo,150000,12,benzin,volkswagen,nein,2016-03-07 00:00:00,0,79790,2016-03-09 15:49:22
198909,198909,2016-04-04 16:51:10,Ford_Focus__RS,privat,Angebot,10450,test,limousine,2003,manuell,215,focus,150000,7,benzin,ford,nein,2016-04-04 00:00:00,0,85649,2016-04-06 18:46:29
26510,26510,2016-03-31 10:54:24,Volkswagen_Eos_1.4_TSI_Individual,privat,Angebot,15900,control,cabrio,2010,manuell,160,eos,60000,6,benzin,volkswagen,nein,2016-03-31 00:00:00,0,87490,2016-04-06 04:17:23
324919,324919,2016-03-12 12:37:01,Kia_Picanto_1.1_EX_org.70Tkm,privat,Angebot,2250,test,kleinwagen,2005,manuell,65,picanto,80000,12,benzin,kia,nein,2016-03-12 00:00:00,0,22045,2016-03-29 20:47:24
193521,193521,2016-03-20 23:57:03,Volkswagen_Passat_Variant_2.0_TDI_Highline_guter_zustand,privat,Angebot,9300,control,kombi,2006,automatik,170,passat,150000,6,diesel,volkswagen,nein,2016-03-20 00:00:00,0,61130,2016-04-03 21:46:08
284332,284332,2016-03-16 13:36:21,Ford__Focus_C_max_1.6_16_v_TDCi_Automatik_AHK_Diesel_Unfallfrei,privat,Angebot,6499,control,bus,2006,automatik,109,c_max,150000,7,diesel,ford,nein,2016-03-16 00:00:00,0,95336,2016-04-06 09:17:54
200764,200764,2016-03-10 20:42:31,VW_Passat_2_5_TDI_V6_Comfortline_mit_DPF_und_AHK,privat,Angebot,3300,test,kombi,2001,automatik,150,passat,150000,7,diesel,volkswagen,nein,2016-03-10 00:00:00,0,30627,2016-03-10 20:42:31
46462,46462,2016-03-29 21:47:44,Hyundai_Tucson,privat,Angebot,6999,test,suv,2009,manuell,141,tucson,80000,3,benzin,hyundai,nein,2016-03-29 00:00:00,0,76344,2016-04-06 08:44:40
97316,97316,2016-03-12 12:57:46,Audi_A3_1.6_Attraction,privat,Angebot,5600,test,limousine,2005,manuell,102,a3,150000,5,benzin,audi,nein,2016-03-12 00:00:00,0,32791,2016-04-06 12:46:16
181937,181937,2016-03-07 00:06:22,Volkswagen_Passat_2.0_TDI_DPF_DSG_Highline_crom_vw_scheckhe,privat,Angebot,7800,test,limousine,2006,automatik,170,passat,150000,10,diesel,volkswagen,nein,2016-03-06 00:00:00,0,56283,2016-03-21 03:47:34
298991,298991,2016-04-02 20:44:44,Audi_90_2_3_quattro,privat,Angebot,3000,test,limousine,2017,manuell,136,90,150000,0,benzin,audi,nein,2016-04-02 00:00:00,0,54649,2016-04-04 18:47:07
30454,30454,2016-03-27 18:54:46,Audi_A3_2.0_TDI_mit_Garantie_bis_2018,privat,Angebot,18490,control,limousine,2013,manuell,140,a3,90000,1,diesel,audi,nein,2016-03-27 00:00:00,0,34346,2016-04-05 15:46:55
203014,203014,2016-04-01 16:56:01,Chevrole_lacetii,privat,Angebot,3900,control,limousine,2008,manuell,105,golf,150000,11,diesel,chevrolet,nein,2016-04-01 00:00:00,0,29633,2016-04-01 16:56:01
106669,106669,2016-03-28 13:57:21,BMW_e39_520i_mit_TÜV,privat,Angebot,600,test,limousine,1998,manuell,150,golf,150000,0,benzin,bmw,ja,2016-03-28 00:00:00,0,34613,2016-04-04 16:16:33
214495,214495,2016-03-07 09:37:22,Chrysler_Voyager_2.8_CRD_Automatik_Comfort,privat,Angebot,4950,control,bus,2005,automatik,150,voyager,150000,8,diesel,chrysler,nein,2016-03-07 00:00:00,0,81547,2016-03-29 22:45:05
260457,260457,2016-03-22 18:43:02,Audi_A5_1.8_TFSI___Garantie__Navi__Bang_&_Olufsen,privat,Angebot,25700,control,coupe,2014,manuell,170,a5,20000,1,benzin,audi,nein,2016-03-22 00:00:00,0,66625,2016-04-06 10:16:21
213150,213150,2016-03-30 22:48:25,Opel_Meriva_1.3_CDTI_ecoflex_Start/Stop_150_Jahre...,privat,Angebot,13000,control,bus,2012,manuell,95,meriva,30000,12,diesel,opel,nein,2016-03-30 00:00:00,0,55543,2016-04-05 14:18:15
